customer_id,order_date,previous_order_date,days_gap,risk_flag
510.0,2025-06-24,2025-06-21,3.0,Healthy
511.0,2024-07-26,,,At Risk
511.0,2025-01-08,2024-07-26,166.0,At Risk
511.0,2025-01-26,2025-01-08,18.0,At Risk
513.0,2025-01-08,,,At Risk
513.0,2025-06-19,2025-01-08,162.0,At Risk
514.0,2024-12-02,,,At Risk
514.0,2024-12-18,2024-12-02,16.0,At Risk
514.0,2025-03-19,2024-12-18,91.0,At Risk
514.0,2025-03-30,2025-03-19,11.0,At Risk
514.0,2025-04-03,2025-03-30,4.0,At Risk
515.0,2024-06-23,,,At Risk
515.0,2024-08-06,2024-06-23,44.0,At Risk
515.0,2024-10-27,2024-08-06,82.0,At Risk
516.0,2024-11-09,,,At Risk
516.0,2025-02-17,2024-11-09,100.0,At Risk
516.0,2025-04-25,2025-02-17,67.0,At Risk
517.0,2024-12-31,,,Healthy
517.0,2025-01-14,2024-12-31,14.0,Healthy
517.0,2025-01-29,2025-01-14,15.0,Healthy
517.0,2025-05-06,2025-01-29,97.0,Healthy
517.0,2025-05-22,2025-05-06,16.0,Healthy
517.0,2025-05-29,2025-05-22,7.0,Healthy
517.0,2025-06-14,2025-05-29,16.0,Healthy
518.0,2023-10-10,,,At Risk
518.0,2024-12-31,2023-10-10,448.0,At Risk
519.0,2024-04-11,,,At Risk
519.0,2024-04-28,2024-04-11,17.0,At Risk
519.0,2025-05-09,2024-04-28,376.0,At Risk
520.0,2024-08-06,,,At Risk
520.0,2024-08-27,2024-08-06,21.0,At Risk
520.0,2024-11-26,2024-08-27,91.0,At Risk
521.0,2024-02-10,,,At Risk
521.0,2024-08-04,2024-02-10,176.0,At Risk
521.0,2024-09-19,2024-08-04,46.0,At Risk
521.0,2024-09-29,2024-09-19,10.0,At Risk
521.0,2024-11-03,2024-09-29,35.0,At Risk
521.0,2025-05-27,2024-11-03,205.0,At Risk
522.0,2024-01-17,,,At Risk
522.0,2024-03-21,2024-01-17,64.0,At Risk
522.0,2024-11-09,2024-03-21,233.0,At Risk
523.0,2025-03-14,,,Healthy
523.0,2025-04-07,2025-03-14,24.0,Healthy
523.0,2025-04-23,2025-04-07,16.0,Healthy
523.0,2025-04-29,2025-04-23,6.0,Healthy
524.0,2024-10-23,,,At Risk
524.0,2024-11-29,2024-10-23,37.0,At Risk
524.0,2025-02-14,2024-11-29,77.0,At Risk
524.0,2025-02-18,2025-02-14,4.0,At Risk
524.0,2025-03-18,2025-02-18,28.0,At Risk
525.0,2025-03-15,,,At Risk
525.0,2025-06-17,2025-03-15,94.0,At Risk
526.0,2024-09-15,,,At Risk
526.0,2024-11-11,2024-09-15,57.0,At Risk
526.0,2025-03-03,2024-11-11,112.0,At Risk
527.0,2025-02-15,,,At Risk
527.0,2025-03-20,2025-02-15,33.0,At Risk
528.0,2025-02-11,,,At Risk
528.0,2025-06-06,2025-02-11,115.0,At Risk
528.0,2025-06-06,2025-06-06,0.0,At Risk
529.0,2024-11-24,,,At Risk
529.0,2025-01-18,2024-11-24,55.0,At Risk
529.0,2025-03-27,2025-01-18,68.0,At Risk
529.0,2025-06-21,2025-03-27,86.0,At Risk
530.0,2024-10-14,,,At Risk
530.0,2024-10-28,2024-10-14,14.0,At Risk
530.0,2024-12-19,2024-10-28,52.0,At Risk
530.0,2025-02-21,2024-12-19,64.0,At Risk
530.0,2025-03-03,2025-02-21,10.0,At Risk
530.0,2025-04-12,2025-03-03,40.0,At Risk
530.0,2025-04-26,2025-04-12,14.0,At Risk
532.0,2025-06-21,,,Healthy
532.0,2025-06-25,2025-06-21,4.0,Healthy
532.0,2025-06-26,2025-06-25,1.0,Healthy
532.0,2025-06-27,2025-06-26,1.0,Healthy
532.0,2025-06-28,2025-06-27,1.0,Healthy
532.0,2025-06-29,2025-06-28,1.0,Healthy
534.0,2024-11-14,,,At Risk
534.0,2025-02-07,2024-11-14,85.0,At Risk
535.0,2024-04-03,,,At Risk
535.0,2024-11-27,2024-04-03,238.0,At Risk
536.0,2024-06-26,,,At Risk
536.0,2025-01-11,2024-06-26,199.0,At Risk
536.0,2025-01-19,2025-01-11,8.0,At Risk
537.0,2025-03-03,,,At Risk
537.0,2025-03-31,2025-03-03,28.0,At Risk
537.0,2025-06-02,2025-03-31,63.0,At Risk
537.0,2025-06-02,2025-06-02,0.0,At Risk
538.0,2023-09-14,,,At Risk
538.0,2024-01-22,2023-09-14,130.0,At Risk
538.0,2024-05-09,2024-01-22,108.0,At Risk
538.0,2024-07-19,2024-05-09,71.0,At Risk
538.0,2024-10-03,2024-07-19,76.0,At Risk
539.0,2024-11-08,,,At Risk
539.0,2024-11-12,2024-11-08,4.0,At Risk
539.0,2024-12-09,2024-11-12,27.0,At Risk
539.0,2025-04-03,2024-12-09,115.0,At Risk
541.0,2025-04-19,,,At Risk
541.0,2025-06-16,2025-04-19,58.0,At Risk
541.0,2025-06-29,2025-06-16,13.0,At Risk
543.0,2025-06-09,,,Healthy
543.0,2025-06-16,2025-06-09,7.0,Healthy
543.0,2025-06-26,2025-06-16,10.0,Healthy
544.0,2025-05-03,,,Healthy
544.0,2025-05-06,2025-05-03,3.0,Healthy
544.0,2025-05-07,2025-05-06,1.0,Healthy
544.0,2025-05-30,2025-05-07,23.0,Healthy
544.0,2025-06-03,2025-05-30,4.0,Healthy
545.0,2023-09-28,,,At Risk
545.0,2024-01-21,2023-09-28,115.0,At Risk
545.0,2024-09-12,2024-01-21,235.0,At Risk
546.0,2024-06-30,,,At Risk
546.0,2024-09-09,2024-06-30,71.0,At Risk
546.0,2024-09-23,2024-09-09,14.0,At Risk
546.0,2024-11-08,2024-09-23,46.0,At Risk
546.0,2025-01-24,2024-11-08,77.0,At Risk
546.0,2025-02-25,2025-01-24,32.0,At Risk
546.0,2025-05-01,2025-02-25,65.0,At Risk
547.0,2023-08-16,,,At Risk
547.0,2023-12-24,2023-08-16,130.0,At Risk
547.0,2024-02-17,2023-12-24,55.0,At Risk
547.0,2024-07-19,2024-02-17,153.0,At Risk
547.0,2024-09-29,2024-07-19,72.0,At Risk
547.0,2024-11-06,2024-09-29,38.0,At Risk
547.0,2025-04-07,2024-11-06,152.0,At Risk
548.0,2024-12-10,,,At Risk
548.0,2025-01-06,2024-12-10,27.0,At Risk
548.0,2025-04-20,2025-01-06,104.0,At Risk
548.0,2025-05-07,2025-04-20,17.0,At Risk
548.0,2025-05-10,2025-05-07,3.0,At Risk
548.0,2025-06-05,2025-05-10,26.0,At Risk
548.0,2025-06-16,2025-06-05,11.0,At Risk
549.0,2024-05-15,,,At Risk
549.0,2024-06-19,2024-05-15,35.0,At Risk
549.0,2024-12-28,2024-06-19,192.0,At Risk
549.0,2025-02-03,2024-12-28,37.0,At Risk
549.0,2025-03-01,2025-02-03,26.0,At Risk
551.0,2024-12-01,,,At Risk
551.0,2025-01-15,2024-12-01,45.0,At Risk
551.0,2025-03-23,2025-01-15,67.0,At Risk
552.0,2025-05-11,,,Healthy
552.0,2025-05-21,2025-05-11,10.0,Healthy
553.0,2025-04-26,,,Healthy
553.0,2025-05-19,2025-04-26,23.0,Healthy
554.0,2024-09-27,,,At Risk
554.0,2024-12-29,2024-09-27,93.0,At Risk
554.0,2025-01-03,2024-12-29,5.0,At Risk
554.0,2025-03-01,2025-01-03,57.0,At Risk
554.0,2025-03-06,2025-03-01,5.0,At Risk
554.0,2025-05-18,2025-03-06,73.0,At Risk
554.0,2025-06-23,2025-05-18,36.0,At Risk
555.0,2024-02-11,,,At Risk
555.0,2024-04-21,2024-02-11,70.0,At Risk
555.0,2024-05-02,2024-04-21,11.0,At Risk
556.0,2025-02-21,,,At Risk
556.0,2025-04-14,2025-02-21,52.0,At Risk
556.0,2025-05-27,2025-04-14,43.0,At Risk
557.0,2024-05-25,,,At Risk
557.0,2024-07-21,2024-05-25,57.0,At Risk
557.0,2024-10-27,2024-07-21,98.0,At Risk
557.0,2025-04-03,2024-10-27,158.0,At Risk
557.0,2025-05-22,2025-04-03,49.0,At Risk
557.0,2025-05-29,2025-05-22,7.0,At Risk
558.0,2024-08-25,,,At Risk
558.0,2024-10-08,2024-08-25,44.0,At Risk
558.0,2024-11-20,2024-10-08,43.0,At Risk
558.0,2024-12-04,2024-11-20,14.0,At Risk
559.0,2024-10-27,,,At Risk
559.0,2025-05-14,2024-10-27,199.0,At Risk
560.0,2024-01-16,,,At Risk
560.0,2024-05-21,2024-01-16,126.0,At Risk
560.0,2024-06-16,2024-05-21,26.0,At Risk
560.0,2024-08-02,2024-06-16,47.0,At Risk
560.0,2024-10-28,2024-08-02,87.0,At Risk
560.0,2025-04-25,2024-10-28,179.0,At Risk
560.0,2025-06-26,2025-04-25,62.0,At Risk
561.0,2024-10-23,,,At Risk
561.0,2025-03-15,2024-10-23,143.0,At Risk
561.0,2025-04-20,2025-03-15,36.0,At Risk
562.0,2025-02-03,,,Healthy
562.0,2025-04-02,2025-02-03,58.0,Healthy
562.0,2025-04-02,2025-04-02,0.0,Healthy
563.0,2023-09-02,,,At Risk
563.0,2023-09-17,2023-09-02,15.0,At Risk
563.0,2024-02-13,2023-09-17,149.0,At Risk
563.0,2024-02-28,2024-02-13,15.0,At Risk
563.0,2024-08-12,2024-02-28,166.0,At Risk
564.0,2025-03-21,,,At Risk
564.0,2025-05-04,2025-03-21,44.0,At Risk
565.0,2024-06-26,,,At Risk
565.0,2024-11-13,2024-06-26,140.0,At Risk
565.0,2024-11-28,2024-11-13,15.0,At Risk
566.0,2024-09-10,,,At Risk
566.0,2025-03-26,2024-09-10,197.0,At Risk
567.0,2023-07-21,,,At Risk
567.0,2023-08-01,2023-07-21,11.0,At Risk
567.0,2023-08-01,2023-08-01,0.0,At Risk
567.0,2024-02-17,2023-08-01,200.0,At Risk
567.0,2024-10-16,2024-02-17,242.0,At Risk
567.0,2024-12-28,2024-10-16,73.0,At Risk
567.0,2025-01-23,2024-12-28,26.0,At Risk
568.0,2024-01-24,,,At Risk
568.0,2024-05-26,2024-01-24,123.0,At Risk
568.0,2025-06-17,2024-05-26,387.0,At Risk
569.0,2025-02-07,,,At Risk
569.0,2025-03-27,2025-02-07,48.0,At Risk
570.0,2024-02-28,,,At Risk
570.0,2024-06-28,2024-02-28,121.0,At Risk
570.0,2024-07-16,2024-06-28,18.0,At Risk
570.0,2025-05-05,2024-07-16,293.0,At Risk
571.0,2025-04-13,,,Healthy
571.0,2025-05-13,2025-04-13,30.0,Healthy
571.0,2025-06-04,2025-05-13,22.0,Healthy
572.0,2024-11-17,,,Healthy
572.0,2024-11-24,2024-11-17,7.0,Healthy
572.0,2024-11-26,2024-11-24,2.0,Healthy
572.0,2024-12-04,2024-11-26,8.0,Healthy
572.0,2024-12-26,2024-12-04,22.0,Healthy
572.0,2025-01-22,2024-12-26,27.0,Healthy
573.0,2024-10-13,,,At Risk
573.0,2024-10-24,2024-10-13,11.0,At Risk
573.0,2024-10-29,2024-10-24,5.0,At Risk
573.0,2024-12-13,2024-10-29,45.0,At Risk
573.0,2025-01-05,2024-12-13,23.0,At Risk
573.0,2025-04-22,2025-01-05,107.0,At Risk
574.0,2025-04-02,,,Healthy
574.0,2025-04-21,2025-04-02,19.0,Healthy
574.0,2025-05-26,2025-04-21,35.0,Healthy
574.0,2025-05-28,2025-05-26,2.0,Healthy
574.0,2025-06-02,2025-05-28,5.0,Healthy
575.0,2024-05-13,,,At Risk
575.0,2024-10-12,2024-05-13,152.0,At Risk
576.0,2025-05-10,,,Healthy
576.0,2025-05-31,2025-05-10,21.0,Healthy
576.0,2025-06-11,2025-05-31,11.0,Healthy
576.0,2025-06-29,2025-06-11,18.0,Healthy
577.0,2024-10-07,,,At Risk
577.0,2024-11-13,2024-10-07,37.0,At Risk
577.0,2025-02-01,2024-11-13,80.0,At Risk
577.0,2025-02-13,2025-02-01,12.0,At Risk
577.0,2025-02-23,2025-02-13,10.0,At Risk
577.0,2025-05-03,2025-02-23,69.0,At Risk
577.0,2025-06-15,2025-05-03,43.0,At Risk
578.0,2024-10-07,,,At Risk
578.0,2024-11-04,2024-10-07,28.0,At Risk
578.0,2025-01-24,2024-11-04,81.0,At Risk
579.0,2024-06-28,,,At Risk
579.0,2025-05-14,2024-06-28,320.0,At Risk
580.0,2023-09-26,,,At Risk
580.0,2023-12-03,2023-09-26,68.0,At Risk
580.0,2024-04-24,2023-12-03,143.0,At Risk
580.0,2024-06-11,2024-04-24,48.0,At Risk
580.0,2024-12-11,2024-06-11,183.0,At Risk
580.0,2025-03-22,2024-12-11,101.0,At Risk
580.0,2025-05-19,2025-03-22,58.0,At Risk
581.0,2024-12-23,,,At Risk
581.0,2025-06-27,2024-12-23,186.0,At Risk
582.0,2024-05-01,,,At Risk
582.0,2024-05-13,2024-05-01,12.0,At Risk
582.0,2024-07-23,2024-05-13,71.0,At Risk
582.0,2024-10-30,2024-07-23,99.0,At Risk
583.0,2024-04-18,,,At Risk
583.0,2024-05-03,2024-04-18,15.0,At Risk
583.0,2024-12-01,2024-05-03,212.0,At Risk
583.0,2025-03-28,2024-12-01,117.0,At Risk
583.0,2025-04-10,2025-03-28,13.0,At Risk
584.0,2024-12-15,,,At Risk
584.0,2025-04-04,2024-12-15,110.0,At Risk
584.0,2025-05-15,2025-04-04,41.0,At Risk
584.0,2025-06-04,2025-05-15,20.0,At Risk
585.0,2024-09-16,,,At Risk
585.0,2024-09-22,2024-09-16,6.0,At Risk
585.0,2025-02-03,2024-09-22,134.0,At Risk
585.0,2025-04-18,2025-02-03,74.0,At Risk
585.0,2025-04-19,2025-04-18,1.0,At Risk
586.0,2024-09-19,,,At Risk
586.0,2025-04-24,2024-09-19,217.0,At Risk
586.0,2025-06-15,2025-04-24,52.0,At Risk
587.0,2025-03-01,,,Healthy
587.0,2025-03-27,2025-03-01,26.0,Healthy
587.0,2025-04-03,2025-03-27,7.0,Healthy
587.0,2025-06-17,2025-04-03,75.0,Healthy
587.0,2025-06-19,2025-06-17,2.0,Healthy
588.0,2023-12-03,,,At Risk
588.0,2024-07-20,2023-12-03,230.0,At Risk
588.0,2024-08-24,2024-07-20,35.0,At Risk
588.0,2025-01-19,2024-08-24,148.0,At Risk
588.0,2025-03-10,2025-01-19,50.0,At Risk
588.0,2025-06-19,2025-03-10,101.0,At Risk
589.0,2024-06-26,,,At Risk
589.0,2024-08-06,2024-06-26,41.0,At Risk
589.0,2024-08-25,2024-08-06,19.0,At Risk
589.0,2024-09-22,2024-08-25,28.0,At Risk
589.0,2024-10-26,2024-09-22,34.0,At Risk
589.0,2025-05-28,2024-10-26,214.0,At Risk
590.0,2023-12-16,,,At Risk
590.0,2024-04-12,2023-12-16,118.0,At Risk
590.0,2024-11-03,2024-04-12,205.0,At Risk
590.0,2024-12-05,2024-11-03,32.0,At Risk
590.0,2025-02-23,2024-12-05,80.0,At Risk
592.0,2025-02-24,,,At Risk
592.0,2025-03-12,2025-02-24,16.0,At Risk
592.0,2025-05-30,2025-03-12,79.0,At Risk
593.0,2025-02-22,,,Healthy
593.0,2025-02-22,2025-02-22,0.0,Healthy
593.0,2025-03-01,2025-02-22,7.0,Healthy
593.0,2025-04-15,2025-03-01,45.0,Healthy
593.0,2025-04-23,2025-04-15,8.0,Healthy
593.0,2025-06-12,2025-04-23,50.0,Healthy
594.0,2025-01-06,,,At Risk
594.0,2025-02-08,2025-01-06,33.0,At Risk
594.0,2025-02-11,2025-02-08,3.0,At Risk
594.0,2025-03-29,2025-02-11,46.0,At Risk
594.0,2025-05-12,2025-03-29,44.0,At Risk
594.0,2025-06-19,2025-05-12,38.0,At Risk
595.0,2025-03-02,,,At Risk
595.0,2025-04-07,2025-03-02,36.0,At Risk
598.0,2025-02-01,,,At Risk
598.0,2025-03-24,2025-02-01,51.0,At Risk
598.0,2025-04-30,2025-03-24,37.0,At Risk
598.0,2025-05-07,2025-04-30,7.0,At Risk
599.0,2025-06-12,,,Healthy
599.0,2025-06-17,2025-06-12,5.0,Healthy
599.0,2025-06-23,2025-06-17,6.0,Healthy
599.0,2025-06-23,2025-06-23,0.0,Healthy
600.0,2024-11-26,,,At Risk
600.0,2025-06-09,2024-11-26,195.0,At Risk
